index, extraction, mouse, diet, sex, 59.0135,71.0137,72.993,73.0293,74.0246,75.0087,87.009,87.0453,88.0404,89.0244,102.056,103.0402,104.0354,105.0195,109.0406,111.0198,112.0404,113.0356,114.0561,115.0037,116.0352,116.0718,117.0193,118.0511,119.0502,121.0407,124.0072,128.0354,128.0714,129.0193,129.0556,130.0508,130.0633,130.0874,131.0463,132.0303,133.0142,133.0498,135.0312,135.0448,136.0398,144.0665,145.0142,145.0616,146.0457,147.0295,147.0665,148.0437,149.0609,150.0409,151.0262,152.002,153.0186,154.062,154.975,155.0462,159.1026,160.0614,163.0609,164.0714,165.0917,166.05,166.9753,167.0209,167.0824,168.0777,169.0495,171.0062,171.139,173.0091,173.0929,173.104,174.0407,174.0881,175.0248,177.0406,178.0717,179.0561,180.0665,181.0507,182.0455,183.0662,184.0016,186.1601,188.0562,189.0033,191.0196,192.0682,193.0353,195.0512,198.0171,198.0882,198.1139,199.17,202.1086,203.0827,204.0671,209.0676,214.0485,216.1354,217.0831,218.1032,225.0994,226.0122,226.0835,227.0674,227.2016,228.0285,229.0119,238.0946,239.1151,243.0619,246.017,249.1133,253.0503,253.0929,253.2173,255.1095,256.0943,259.0223,266.0891,267.0736,271.1705,275.1252,275.2015,277.1224,277.2173,279.232,282.0845,283.0685,285.1501,285.1866,285.2224,287.1653,287.2015,287.2378,289.033,289.2176,295.2279,296.0842,298.0696,299.2019,300.0403,300.0491,301.1822,301.2174,303.2329,305.2481,306.0766,307.0352,311.2219,311.2949,312.1092,315.1963,315.2333,317.1759,317.2119,317.2485,319.1381,319.2293,319.2642,322.0455,323.0284,324.0941,327.0501,327.2331,331.0443,331.1917,333.2451,335.2229,337.2377,338.9892,340.1254,341.1087,346.0561,347.0406,347.2227,348.0869,349.2032,349.2386,351.2183,353.2339,357.089,359.1867,361.2023,362.0511,365.0517,365.2336,367.0174,367.213,369.0009,375.1314,375.2187,381.1562,381.3167,391.2855,398.3277,399.3276,401.3425,402.0093,402.9953,403.359,407.2805,409.236,411.0104,414.0968,415.3222,417.2849,417.3375,419.3531,424.0372,426.0222,427.3585,429.3013,431.3169,433.3329,435.3481,437.2674,443.3531,445.0535,446.0818,447.2043,449.3275,461.2195,462.0678,463.1972,463.2329,464.3023,465.2498,465.3047,468.0642,472.1597,480.3096,481.9769,487.1002,492.3089,494.3254,498.2894,503.1621,505.9892,508.3412,514.2838,521.9825,522.3554,523.4523,536.5049,542.3255,551.322,558.0648,561.2531,562.5201,563.0687,564.5363,565.0478,566.3266,567.318,572.1313,586.0581,588.0774,589.3032,592.5682,604.0693,606.0742,611.1445,611.3783,620.5988,629.1364,642.9661,646.6142,648.6291,662.6457,664.1174,665.2148,671.4654,673.4817,673.5915,686.1427,688.4922,690.5071,698.513,698.5567,699.4979,700.5279,701.561,702.5427,712.4927,714.5086,718.5386,722.5136,726.5433,728.5588,730.5404,730.5736,732.5533,734.4776,736.4931,738.5089,742.5397,743.0762,746.5118,750.5444,754.6183,756.554,758.4776,758.5683,759.2896,760.4931,764.5234,766.108,766.5403,770.5701,772.5277,776.5602,778.5754,780.5544,782.6514,784.1501,785.6537,786.5086,788.524,790.5388,804.5547,808.1196,808.5846,808.667,814.5378,830.6622,832.5859,834.5301,836.1498,866.1591,884.1509,890.1597
001,NH24,1037,HF,F,43201,51198,4230,10214,21414,3593,28510,1000,16610,162721,95804,45622,23449,3656,16393,77366,7146,18737,47364,222205,4805,108271,54884,31892,23014,42511,12182133,252895,3355,39371,7914,8592,9033,390028,29219,132898,777114,5161,573061,93515,12470,9695,15488,1326153,417300,54955,14934,21428,6071,7278,888741,12994,8418,383661,4943,4800,5113,9609,17226,174212,5700,9655,4272,141637,3253,6797,4293,459262,37982,56236,10187,3736,16374,8799,3398184,15074,3405,405625,114410,9865,6590,2242,61084,1540,59781,5802,281965,6535,11643,762883,3107,8125,1108,107068,9120,53896,5824,6285,310958,23779,19085,164184,9450,5466,4306,7441,676743,2387,164023,12870,4538,332655,6434,3538,16567,5722,6947345,18359,20593,311645,26258,3265543,3085,6391,97190,25706,1866389,22406100,94771,72073,4682,6576,100514,3458,4774,7192,72243,8266,169615,7655,25521,21215,43288,36247,14193,897067,8583957,1037624,5042485,11121,68051,94388,5659,12042,16377,4414,26297,10151,4418,92928,8578,44966,499223,17168,39827,5354909,8866,14666,4589,14722,16487,6270,7398,99906,2948300,473198,6797,161810,30217,11603,19921,15954,364100,13162,22941,338857,16199,19452,20067,10208,9980,5673,11681,3884,5710,12712,3876,4110,4744,8182,23386,1061,189892,59689,9296,3244,8502,6208,7236,5240,2860,406099,5808,18520,9080,12599,45394,45345,5304,61115,2781,7557,28348,4147,51183,5549,6012,26158,32851,2904507,3751,3769,1052063,8925,13908,10175,25420,5439586,87096,36142,389693,25317346,4946,10603,2130,177064,12372,11265,326531,6372,17626,21678,52232,408522,11647,5805,3797,4718,12792,7817,8648,12431,350310,686263,9346,20316,29410,5390,98789,25789,3039,22648,198946,65074,56007,3398,59130,23929,10957,17490,19360,153571,29913,11834,16127,98218,939475,92563,663728,32992,25003,20615,15239,7039,24120,288158,4593161,2439164,9296,509321,687017,4645,46052,10655,20335,4634,426760,7799884,77076,10961736,480096,550277,992173,526500,154406,6847,76459,6395,172498,5384384,5699816,230895,7846,67563,8221,81492,7594,53030,2240512,6662,6329,6312,5396
002,NH24,1037,HF,F,45340,50521,4701,13746,20392,3652,25358,821,16259,159042,95911,44103,24667,4144,15908,81603,7732,20864,49861,221826,4803,111898,48471,29626,21117,53263,12147434,265612,3833,43945,9441,8142,9833,410752,27308,130532,779433,4096,588171,97745,13088,10070,16961,1302785,409461,51206,14657,23170,7301,6846,881991,12934,8184,347619,4665,5299,5980,8926,16645,175086,5960,10368,4323,142132,3743,5914,3689,454205,38149,59561,9634,3728,16076,9163,3318150,15179,3422,407786,121809,9418,5549,2827,63911,1895,60198,6178,294971,6218,11094,753776,3012,8436,1315,103730,8666,54172,5247,7104,308670,24282,18558,158924,9569,6373,3976,7005,712637,3187,170116,12640,6088,332453,7206,3199,16547,7301,7489049,22380,22851,310049,29007,3293270,3331,6682,103976,26892,1954156,24552680,101799,72382,4605,8093,123288,4209,6165,6626,75805,7728,162996,7680,27526,20404,46030,37462,19947,920903,10006851,1106390,5026862,15977,66019,98774,8584,12380,16467,3990,25066,9857,4766,91632,9313,46576,504948,15930,41006,6057508,9333,15118,5021,15837,17445,7417,6666,103588,3026204,479576,8273,167970,32555,12213,22545,18336,366401,12736,22596,346152,21268,21371,22054,10513,11150,4505,13079,4235,6833,13733,3398,3614,4990,8814,25245,1246,191178,64386,11201,2985,9923,6237,7993,5730,4144,428276,5975,19218,9004,11244,45703,48541,6452,64138,3183,8085,27713,5154,54395,7311,7579,26886,44381,2979644,3959,3176,1149351,10122,13578,10552,26477,5240006,87612,39234,441672,26077116,5009,11159,2867,224380,15033,11713,332939,6627,22695,23478,59626,418252,12681,7321,4182,5412,12947,8213,9707,13098,357838,689739,10665,23968,29157,5666,122069,31682,2875,25482,206425,69914,60449,3284,61084,26499,13055,19728,23748,169049,30701,12933,15412,107222,1003684,109112,693154,36878,26619,22843,17144,7217,28381,312828,4909222,2744117,11427,549514,748669,5303,52719,11998,25681,4630,463306,8314366,81330,12040554,569564,790514,1137948,598933,181648,6811,80388,7906,189646,5821208,6375496,278244,9169,75708,9497,85292,8307,63848,2352287,7751,6940,7438,6463
003,NH24,1424,CD,F,32476,42028,3963,22329,24309,5207,9874,1014,19438,175898,88459,19768,22827,5925,16535,57544,7717,17207,64816,88841,11908,108598,181827,32379,20036,41251,12206399,246647,3706,62375,7511,10063,11024,349793,26459,121809,521094,4279,496351,83676,15381,15992,11637,1382894,415697,78335,17277,21152,12502,6117,582139,16711,9936,398811,13813,4998,5366,11191,29371,172259,10674,10002,4720,230045,5248,5565,6569,543614,43347,72214,16588,4633,23210,6160,315225,9233,3108,354841,99613,16086,6367,5580,60743,1933,57654,5243,295636,8229,8900,341380,3971,8865,2439,82547,13410,53950,5155,8480,408854,16917,32053,102855,7058,4279,4787,11691,456442,2362,151942,7823,8136,232493,8219,5681,16141,5520,2332085,22051,21530,406701,13401,2329493,5624,9683,63160,17728,1498385,20485818,74222,78923,6648,7953,88768,8231,8571,3879,92918,5220,236862,7391,11641,24441,48115,36478,17809,487884,4765848,557974,6689994,23133,226860,96586,5539,22981,11324,10455,43873,6080,7288,58924,4337,64815,496045,224702,40044,2625776,7921,25349,4178,32564,23781,23088,3942,45410,3566617,433504,7627,234204,29037,11593,40211,26088,180298,8621,11330,348362,15265,13851,27169,24266,13314,5912,23961,5128,20408,34676,2230,6826,5373,8227,15901,1423,153138,61248,10785,4890,6627,4976,7470,13327,4665,254841,2228,10828,8801,12092,7409,53867,3589,57589,2864,6550,20507,5033,29193,23801,7131,23492,43385,2371093,3405,3701,1218647,11685,14697,13451,29257,3985782,31908,31084,566955,22331874,5474,15325,3464,113791,13882,11198,490299,8374,10449,24819,23114,360160,18148,8657,3477,4607,11626,6848,5102,17519,348522,610993,11332,15949,41821,7526,113943,25847,2544,61715,58975,101007,51138,3045,41413,24518,19870,33886,20096,140086,39651,9045,15581,130034,1654990,159991,1363896,40387,27102,18743,21870,6886,30687,452498,5848459,3985967,14308,833520,804774,4195,70313,18952,20770,3734,334797,9146780,67393,12026896,998619,945427,1453485,486369,172852,6520,61602,5809,305773,5015861,5004170,200206,13218,78389,13664,124453,10420,58666,1619729,9768,7357,6767,5560
004,NH24,1424,CD,F,30654,38160,3505,20782,22125,4777,9974,1389,20659,165243,83177,22531,20852,5920,15108,53898,7604,17625,58956,78717,10742,109067,167690,28271,17246,40604,11492170,232946,3305,60209,8462,9070,11955,334887,24603,117091,478449,3470,471383,80918,15449,14086,9870,1295908,400444,71241,15881,20355,13331,4950,534410,15163,8836,350433,11324,4505,6623,12846,29434,156454,10377,9544,4871,224861,5206,6202,6799,509038,39786,64333,13554,4036,20864,6508,184982,9922,3212,320747,92878,14255,7060,5529,59319,1790,57220,4499,288344,7061,9196,319045,3732,10160,1897,83648,12656,55114,5245,8046,392796,17185,27581,87423,7432,4292,5099,9322,452798,2577,142098,6437,7442,207937,7836,6435,15016,6316,2347520,23076,20549,386427,13990,2147742,5262,9256,64741,16820,1560768,22186684,69645,73784,7753,10050,112290,7415,7774,4790,87598,5507,226997,7366,10452,23114,46788,32658,18181,488853,5140730,598756,6435793,21814,216519,107564,4517,22097,11746,9717,42561,6613,6034,57018,5483,63715,464602,213962,40080,2707091,7776,22945,4514,31446,22383,21844,3656,42313,3352652,401825,7833,233214,27762,11066,40806,24102,171532,8761,11492,335114,18469,13357,29802,23043,12091,5532,23329,5124,20193,31501,1933,7532,5687,7077,15568,1830,138760,70656,10329,3905,7670,5559,6226,15599,4091,242035,2744,9841,8107,11283,6262,58097,4278,53098,3062,7055,18712,5874,27198,24847,7072,22702,49167,2506107,2888,3603,1348225,10512,12899,13372,32923,3812583,26667,29089,640400,21915344,5108,15445,3635,147750,13731,11223,486494,7683,11256,23191,26909,343896,18316,9693,3857,4572,12561,7240,6567,17947,341495,592353,11542,19583,39467,6238,149665,32917,2675,57250,51470,112564,59458,2955,37513,23529,22243,36835,21279,158516,43372,9938,18123,141032,1786704,196525,1478012,45082,28716,19146,25206,9238,34821,488202,6403393,4743855,16023,914317,875195,4945,81220,20718,24375,3487,360189,10142870,65919,13511414,1223147,1032893,1772612,561270,204586,7330,61265,7635,327402,5442680,5611596,235249,13806,94521,15119,137861,12510,70710,1792915,9294,7672,7358,5789
005,NH24,1560,HF,F,46811,61222,6082,42379,30015,2615,35565,1571,16599,154979,106306,30232,19521,4110,18815,65295,5402,17474,48444,285133,5857,108418,358358,26413,17123,34503,13940670,296545,3734,37800,9546,8428,9729,314273,25711,104783,1037649,5585,277219,111519,11513,14251,19269,1431144,456931,50865,17251,16473,8501,7489,377357,9718,10240,423731,25545,6711,6757,12964,15479,143689,13790,11050,5656,96957,5312,5029,7754,675588,62167,33200,6597,4192,18810,9766,5052441,18085,2676,345631,109107,18832,7949,3722,76174,2634,66153,5349,198074,8134,9408,823002,4442,11503,1699,112760,8353,59500,4831,8133,397229,7492,19305,118511,7679,6579,5210,8077,414544,2179,144469,19067,6144,284312,14627,2950,11331,5213,1441450,11185,24899,475848,43300,1544664,3204,9422,18987,9996,384104,7016584,104799,98292,4527,7081,75264,3565,4448,4616,177058,3130,50561,9675,9740,13016,53897,28940,5471,111999,2498332,286607,8654735,25599,28631,111739,3560,9143,4467,3692,14433,4179,5849,24040,3025,49474,517722,42774,59176,1226618,7460,8372,2900,9448,11334,8579,2947,582262,4094481,386922,7400,428976,11241,10864,17159,10869,55005,8703,24706,332403,14472,26692,34220,7299,13962,5373,9145,5214,5518,15623,2409,3306,3326,13889,82757,1011,64754,37563,10574,3310,4983,4632,5809,4258,7539,742369,5189,8879,8748,6935,20120,35832,3485,55548,4319,5492,14264,4107,14732,4840,5233,14961,28012,1352967,4901,3290,678019,12249,15818,8028,18453,4548629,165223,105119,406301,29372776,9584,10898,3248,100448,11011,4368,274383,4654,9573,29892,36858,349107,9113,5957,7048,5028,16805,4282,15169,22120,395063,874877,8967,56099,34077,8538,111346,60595,5677,193929,270997,76607,50199,9647,37739,15526,9045,13083,12598,70954,20090,7524,11400,78535,712497,64918,355241,24294,18494,15762,12375,6678,18306,247326,3271269,2335923,20680,374363,401256,4927,46661,9219,19590,4883,285725,6236763,104762,7842246,728129,413492,968824,413168,128038,7826,81710,8720,129997,2908107,3389515,183475,18034,64220,7349,63300,8432,51630,1186309,8001,8735,6938,5155
006,NH24,1560,HF,F,50342,62209,5765,45880,30411,3274,36788,1151,17248,154679,100235,30113,16767,4457,18413,71227,5219,19851,52748,291943,5200,107327,364230,26434,15889,33063,13867430,301660,3083,38822,11353,8770,10344,306814,24156,103178,1072034,6399,266904,113099,10937,14119,18694,1416951,454243,54377,16061,16803,9154,6679,359852,8345,10398,407993,25104,7114,6388,12401,14024,145001,14144,10483,5952,94578,5174,5082,8865,680637,56965,35886,6288,4997,19456,9245,5256918,18701,2462,340755,114480,20033,7761,3850,77227,2252,66530,5228,209014,8403,9016,830600,3647,10999,2279,113775,8633,55673,5605,8219,400984,7074,19130,121315,7445,6539,5230,9558,390076,2804,140295,19514,5089,278857,14717,3886,10358,4347,1307895,11462,24966,482410,43877,1490690,3738,9253,16936,9901,323778,5884988,103378,100198,4819,6909,76435,3578,3598,4257,182511,2666,49105,9431,9858,13354,50482,29271,6978,83788,2171328,255431,8658335,27823,25927,106482,3429,8668,4903,4398,12850,4717,4403,24040,3127,48863,517729,39114,58760,1070168,6719,8077,2693,10510,10929,7933,3018,612166,4072207,383571,7437,431656,10395,9226,16767,10402,53070,8221,24277,336982,18726,24243,36920,6874,13688,4951,8102,4878,3942,14207,1946,3235,3126,14454,85340,1324,63167,36622,10655,3406,3806,5639,5135,3183,6438,757229,4732,10339,7825,6949,18166,35182,3374,54810,5420,5486,13482,3961,13243,4330,5025,13905,27889,1320503,5685,3636,648848,11313,15672,7718,16796,4392758,180325,109998,394478,29404226,10705,10796,2927,102116,10138,5104,267068,5310,9485,29390,39202,353296,7432,5004,6693,4800,16739,4489,17082,22591,401348,917507,9465,63070,33480,7056,118037,66808,5199,203383,290284,76085,52222,9410,34563,16075,9131,14695,14199,65891,19028,8867,11041,81113,711211,60151,344512,24333,18140,16754,11237,5925,16424,247851,3285672,2297527,20215,374270,401935,4935,48299,9554,19838,4051,282006,6327076,108234,7947827,729106,415757,954535,427241,124471,8017,84602,8654,124471,2942830,3423074,184797,17926,64363,8137,62273,8186,50343,1224779,8161,8085,7425,6546
007,H1,1560,HF,F,26042,28583,2769,23899,16555,1864,9523,906,11356,64760,51023,18188,16830,4034,11339,29116,4939,12084,38929,94972,2963,80779,190136,16906,21511,18432,7142003,176490,2221,23654,12878,5567,6587,251458,16143,57985,439392,4669,107795,118368,10919,7699,14533,711449,223909,26934,12095,13131,20278,3420,173924,4688,8503,211532,13221,3990,23888,6849,11875,119615,10354,6525,3561,103357,4607,3298,8863,354576,42844,33800,7524,9582,8610,7371,1005577,9951,5513,182047,75179,14535,6432,5720,38238,1531,26879,2623,62109,6168,5736,348323,20429,7165,1631,87313,5111,41319,3768,9423,187213,9106,12125,37184,7778,5260,3954,6223,684836,1801,62504,100307,5974,91164,3831,7285,8325,6329,5305567,15946,19900,356772,14134,418862,7734,7806,45109,11857,1207903,16445306,44490,52484,8044,12156,154096,10204,5766,9167,100240,4299,785313,6310,5487,15007,20946,16892,11193,189615,3036330,695836,4538603,16075,387103,123857,3161,20496,14582,5571,28551,8140,6067,53430,7342,24797,287167,15636,29184,1563586,4257,17805,3751,19932,24949,3888,2410,7572364,2635859,236155,8007,181112,21161,17418,46165,44188,19363,6976,12386,137688,8535,21951,22906,26691,6502,5058,20782,4752,17436,17107,4592,10717,5869,5281,37581,1572,40600,36410,8143,1721,10928,6839,7393,6925,6902,502873,4922,12561,10687,22738,6759,50921,4839,40427,8374,6261,15285,5132,12894,6098,7617,10093,14599,579110,8401,2799,624797,7606,9791,7694,17436,1672185,56456,114541,354253,16443078,8148,9083,2195,227154,10306,8252,52292,3728,13508,18598,90542,196092,10761,7871,3203,4442,8972,4625,36737,12711,225374,342772,12214,124686,16968,8185,290622,100905,5328,22582,47481,59525,42611,5373,28304,17837,12023,12556,22341,83969,16673,10877,9996,53289,767206,102481,269605,22291,18975,18980,13119,7562,12061,133179,2952103,2483046,17145,224055,389652,7183,49453,7802,21026,2425,170829,4668306,35075,8640278,881143,241567,769991,460536,125128,13115,46931,13511,68285,1823026,3511701,179918,17681,74463,12322,42562,9057,51223,735102,7831,4001,4467,4442
008,H1,1560,HF,F,24550,25334,2880,25149,16514,2338,8736,1358,10168,63839,55251,20542,15031,3991,12518,31662,5006,12614,39993,99420,3840,77921,185751,16350,24457,19744,7139627,172619,2512,22721,11974,5881,7579,253272,18416,54234,439746,3953,100492,118675,9334,8235,15319,720062,220954,26491,9718,13061,17498,3915,178104,5828,9097,193884,13746,3555,25685,6956,11813,114373,10219,7168,2538,105109,4975,3577,8466,344990,42363,34095,8620,9885,7738,7881,984602,10666,4695,185637,72840,14874,6402,5560,35267,1816,24357,2329,58477,5554,5782,341906,21400,6965,2173,88826,5598,41916,3005,8401,194272,7805,13221,38236,7134,4851,3528,6484,664887,2164,61989,105041,5011,93014,3457,7444,8447,6921,5261672,16842,22216,357238,14680,435015,6641,6710,43493,12015,1192674,16376347,45596,50786,7352,11707,148559,9674,6634,9648,97910,4658,792118,6491,5951,16541,21787,15577,11337,178450,3048426,695052,4464383,19486,401833,127023,3406,20520,14846,5575,30522,7443,6532,59550,7336,22067,281184,17084,29239,1591914,5302,20088,4460,22165,28377,4201,2879,7666799,2668185,238189,8876,184119,23502,18351,44726,42545,20321,6207,11927,129006,12566,22572,24162,24598,6450,4948,22867,5445,15596,17909,5340,10689,5467,5882,37109,1912,39285,35281,8561,2141,11412,7089,7700,6973,6303,496755,4511,12869,10307,21846,7856,51166,5536,38368,10098,5461,16132,4862,13213,5205,7241,9101,14575,574577,9445,3014,613916,7610,9497,8948,16129,1654544,58512,110728,365296,16468354,7585,10852,2581,224859,9429,6921,48950,4030,15051,16911,85737,197854,10705,8011,3620,4308,9905,4634,36441,12698,236779,341008,12574,105849,16368,6809,240272,82765,4650,21162,46500,53520,37817,4144,27829,18529,11921,13661,23411,81716,14302,10307,9358,49895,698109,97679,237588,19329,14660,16756,12201,8034,13674,125036,2679714,2300291,16831,207513,328980,7392,46751,8109,22418,2999,163118,4254688,32212,7624510,844540,236547,743170,426903,119899,12332,48305,11559,66349,1679054,3194752,174532,17601,75061,10592,41449,8677,52163,641302,8925,3850,4843,4935
009,NH24,1707,HF,F,33137,41255,2836,11252,22289,2576,17856,919,19714,151687,67097,26628,16641,2651,14814,57704,5678,19014,45726,156454,4387,84669,27205,26697,19879,43359,10959102,211992,1889,26436,10615,6839,8132,284988,21060,106830,632249,4629,352426,90692,10399,9081,6220,1148485,294155,34223,13916,16364,9179,4537,554728,9650,7731,307015,3904,5200,4547,13847,10700,113361,5186,5494,5470,95831,4201,4840,19860,413277,38727,22462,7892,4467,6478,2832,2098001,14815,2520,244668,105555,12890,9293,2792,43960,2138,102099,3242,202608,5658,15034,608621,4607,10200,1655,103404,7039,34112,4754,6486,435158,24789,20492,71060,10156,6291,5512,14886,439793,2203,181381,6418,4015,224640,6687,3077,13895,5081,1672038,20137,23773,388985,14678,2409545,2965,9647,40397,12172,763997,10101467,49508,62995,5452,9130,120912,3348,5130,6020,59776,4754,64133,13247,14439,19633,45278,23659,13793,412813,4001279,437344,7579735,26196,29838,122703,5041,9033,11322,3765,14195,8604,4317,29301,4265,47059,541184,24618,26714,3219099,7450,10860,3953,16477,12189,8872,4422,94633,3225087,355889,12789,269328,24332,33432,19305,11785,253882,9637,30476,349687,14284,67615,30602,10435,13781,5812,7604,5833,2870,10064,2392,3088,3856,8014,21445,1135,112878,38847,9540,5770,7520,4468,6084,4502,3765,440670,4053,9760,8459,9485,17714,37034,3947,58283,3268,8144,29092,4276,30536,6375,6359,29887,31117,1694527,3319,3015,618231,9043,10253,8293,15981,17707348,70876,52429,293702,36914552,6830,10518,3270,205866,10766,5618,870235,6604,17025,18301,76564,501839,10654,6323,6045,4532,10060,10056,24602,15515,306960,423763,8954,60970,31187,5972,179947,57553,4527,33740,219528,72297,49770,3624,71663,14392,8623,13168,13584,96783,17046,11486,9717,58589,766648,73723,346527,22837,16643,16887,10333,5475,16329,238675,3646984,2336033,9707,366544,446945,4580,42755,8340,17532,6544,286345,5649687,91617,12565129,585150,216435,831688,386742,166154,6715,59396,8270,116901,3135786,6045538,252741,9021,86000,6596,64163,6804,68644,1529389,8664,6717,6383,6247
